CANDIDATE_ID,CANDIDATE_NAME,AGE,CONSTITUENCY,STATE,PARTY,NO_PENDING_CRIMINAL_CASES,EDUCATION,EARNINGS,STATE_LITERACY_RATE,STATE_SEAT_SHARE,PARTY_GRP_IDX,AGE_GROUP_IDX,EDUCATION_GROUP_IDX,DELTA_STATE_VOTER_TURNOUT,NO_OF_PHASES
10250,Sunil Kumar Singh,60,CHATRA,JHARKHAND,BJP,0,Post Graduate,0.0,0.6763,0.026,3,1,4,0.0284,4
10221,Abdul Rajak Ansari,60,CHATRA,JHARKHAND,Sadan Vikas Party,1,Literate,0.0,0.6763,0.026,1,1,0,0.0284,4
10224,Ashutosh Kumar,60,CHATRA,JHARKHAND,Purvanchal Janta Party (Secular),0,10th Pass,0.0,0.6763,0.026,1,1,1,0.0284,4
10227,Bhagalpuri Yadav,60,CHATRA,JHARKHAND,IND,0,Literate,0.0,0.6763,0.026,1,1,0,0.0284,4
10231,Jaidullah Ansari,60,CHATRA,JHARKHAND,IND,0,Literate,0.0,0.6763,0.026,1,1,0,0.0284,4
10236,Nageshwar Ganjhu,60,CHATRA,JHARKHAND,BSP,0,Literate,0.0,0.6763,0.026,3,1,0,0.0284,4
10239,Pankaj Ranjan,60,CHATRA,JHARKHAND,Jharkhand Peoples Party,0,12th Pass,0.0,0.6763,0.026,1,1,2,0.0284,4
10244,Ramanand Das,60,CHATRA,JHARKHAND,Bhartiya Sarvodaya Party,0,Graduate,0.0,0.6763,0.026,1,1,3,0.0284,4
10248,Shaukat Ali,60,CHATRA,JHARKHAND,Bharatiya Momin Front,0,8th Pass,0.0,0.6763,0.026,1,1,0,0.0284,4
10251,Yogendra Yadav,60,CHATRA,JHARKHAND,IND,0,Graduate Professional,0.0,0.6763,0.026,1,1,3,0.0284,4
10222,Arjun Kumar,60,CHATRA,JHARKHAND,CPI,2,10th Pass,0.0,0.6763,0.026,3,1,1,0.0284,4
10225,Ayub Kha,60,CHATRA,JHARKHAND,IND,0,10th Pass,0.0,0.6763,0.026,1,1,1,0.0284,4
10229,Dhananjay Kumar,60,CHATRA,JHARKHAND,IND,0,10th Pass,0.0,0.6763,0.026,1,1,1,0.0284,4
10234,Manoj Kumar Pandey,60,CHATRA,JHARKHAND,IND,0,Post Graduate,0.0,0.6763,0.026,1,1,4,0.0284,4
10237,Nand Lal Prasad Keshari,60,CHATRA,JHARKHAND,IND,0,10th Pass,0.0,0.6763,0.026,1,1,1,0.0284,4
10242,Pramod Toppo,60,CHATRA,JHARKHAND,IND,0,Post Graduate,0.0,0.6763,0.026,1,1,4,0.0284,4
10245,Rameshi Ram,60,CHATRA,JHARKHAND,IND,0,Graduate,0.0,0.6763,0.026,1,1,3,0.0284,4
10249,Subhash Prasad Yadav,60,CHATRA,JHARKHAND,RJD,3,Graduate,0.0,0.6763,0.026,2,1,3,0.0284,4
6449,Karnan C S,60,CHENNAI CENTRAL,TAMIL NADU,Anti Corruption Dynamic Party,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
5216,Prabakaran N,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6452,Dinakaran G,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
8665,Raghavan M,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
6459,Valarmathi K,60,CHENNAI CENTRAL,TAMIL NADU,Akila India Vallalar Peravai,0,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8668,Tamilarasan V V,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6463,Sampaul,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6467,Sasikumar,60,CHENNAI CENTRAL,TAMIL NADU,Tamil Nadu Ilangyar Katchi,2,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8671,Madhanagopal T,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
5853,Kameela Nasser,60,CHENNAI CENTRAL,TAMIL NADU,Makkal Needhi Maiam,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
5214,Sam Paul S R,60,CHENNAI CENTRAL,TAMIL NADU,Pattali Makkal Katchi,0,Post Graduate,0.0,0.8033,0.072,2,1,4,-0.0173,1
6450,Raj Ramchand,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
5217,M Parthasarathi,60,CHENNAI CENTRAL,TAMIL NADU,BSP,0,12th Pass,0.0,0.8033,0.072,3,1,2,-0.0173,1
8663,Najimunnissa,60,CHENNAI CENTRAL,TAMIL NADU,Anaithu Makkal Katchi,0,8th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
6454,Samuel Paul P,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
8666,V Radhakrishnan,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6460,Sheik Mohamed K,60,CHENNAI CENTRAL,TAMIL NADU,SDPI,3,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8669,Nasar K,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
5851,Suresh Babu D,60,CHENNAI CENTRAL,TAMIL NADU,Desiya Makkal Sakthi Katchi,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6465,Vaithiyanathan R,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6468,Pushparaj J L,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Literate,0.0,0.8033,0.072,1,1,0,-0.0173,1
8672,Ravichandran M,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
5215,Karthikeyan R,60,CHENNAI CENTRAL,TAMIL NADU,Naam Tamilar Katchi,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6451,Govindraj L,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8664,Jitendra Kumar Jain,60,CHENNAI CENTRAL,TAMIL NADU,RPI,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6457,Dayanidhi Maran,60,CHENNAI CENTRAL,TAMIL NADU,DMK,1,Graduate,0.0,0.8033,0.072,2,1,3,-0.0173,1
8667,Kuppusamy K,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,5th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
6462,Gunasekar N,60,CHENNAI CENTRAL,TAMIL NADU,IND,1,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
8670,Prabhakaran K M,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,5th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
5852,V R Geethalakshmi,60,CHENNAI CENTRAL,TAMIL NADU,Pyramid Party of India,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
6466,Chandranathan S,60,CHENNAI CENTRAL,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6389,N. Satheesh Kannan,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6392,A.G. Mourya,60,CHENNAI NORTH,TAMIL NADU,Makkal Needhi Maiam,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
5205,Alagaapuram R. Mohanraj,60,CHENNAI NORTH,TAMIL NADU,DMDK,6,12th Pass,0.0,0.8033,0.072,2,1,2,-0.0173,1
6408,S. Prithviraj,60,CHENNAI NORTH,TAMIL NADU,IND,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
6411,R. Arul Murugan,60,CHENNAI NORTH,TAMIL NADU,IND,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
6387,M.L. Ravi,60,CHENNAI NORTH,TAMIL NADU,Desiya Makkal Sakthi Katchi,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6390,K. Prabhakaran,60,CHENNAI NORTH,TAMIL NADU,Makkalatchi Katchi,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
4732,L.Praveen Kumar,60,CHENNAI NORTH,TAMIL NADU,Peoples Party of India(secular),0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
5203,P. Marimuthu,60,CHENNAI NORTH,TAMIL NADU,IND,0,5th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
6393,S. Selvaraj,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
5206,Dr. Kalanidhi Veeraswamy,60,CHENNAI NORTH,TAMIL NADU,DMK,0,Post Graduate,0.0,0.8033,0.072,2,1,4,-0.0173,1
6406,C.Dhanraj,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6409,G. Srinivasan,60,CHENNAI NORTH,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
6412,P. Santhana Krishnan,60,CHENNAI NORTH,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
6388,V. Saravanan,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6391,S. Ganesh,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
4733,J. Sebastin,60,CHENNAI NORTH,TAMIL NADU,SUCI(C),0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
5204,Kaliyammal P,60,CHENNAI NORTH,TAMIL NADU,Naam Tamilar Katchi,3,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6395,L. Raj,60,CHENNAI NORTH,TAMIL NADU,IND,0,Illiterate,0.0,0.8033,0.072,1,1,0,-0.0173,1
6407,J. Dharanidharan,60,CHENNAI NORTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6410,Kameshwaran,60,CHENNAI NORTH,TAMIL NADU,Tamil Nadu Ilangyar Katchi,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
6386,S. Robert Gnana Sekar,60,CHENNAI NORTH,TAMIL NADU,BSP,0,Post Graduate,0.0,0.8033,0.072,3,1,4,-0.0173,1
8646,S.Elankumaran,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8649,P.Karthikeyan,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
4734,Saikumar.S,60,CHENNAI SOUTH,TAMIL NADU,SUCI(C),0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
8652,I.Chidambara Anantha Raja,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
5209,K.Jayaraman,60,CHENNAI SOUTH,TAMIL NADU,IND,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
8655,E.Subaya,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Doctorate,0.0,0.8033,0.072,1,1,5,-0.0173,1
5213,V.Thirunavukkarasu,60,CHENNAI SOUTH,TAMIL NADU,Makkalatchi Katchi,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
8659,B.Raji,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8662,G.Dhanasekaran,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6415,M.Ramanujam Alias M.Radha,60,CHENNAI SOUTH,TAMIL NADU,IND,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
6418,E.Dhanasekaran,60,CHENNAI SOUTH,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
8638,R.Kumar,60,CHENNAI SOUTH,TAMIL NADU,BSP,0,Graduate,0.0,0.8033,0.072,3,1,3,-0.0173,1
6423,M.A.Jeyakumar,60,CHENNAI SOUTH,TAMIL NADU,Desiya Makkal Sakthi Katchi,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
8641,K.Murali Krishnan,60,CHENNAI SOUTH,TAMIL NADU,Pyramid Party of India,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
8644,S.Ashok,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8647,R.Ganesan,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8650,D.Karthick,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
4735,Janci.J,60,CHENNAI SOUTH,TAMIL NADU,IND,1,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
8653,K.Sudhakar,60,CHENNAI SOUTH,TAMIL NADU,IND,0,5th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
5210,A.J.Sherine,60,CHENNAI SOUTH,TAMIL NADU,Naam Tamilar Katchi,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
8656,G.Devashagayam,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
8660,C.Rosi,60,CHENNAI SOUTH,TAMIL NADU,IND,0,12th Pass,0.0,0.8033,0.072,1,1,2,-0.0173,1
6416,Kuppal.G.Devadoss,60,CHENNAI SOUTH,TAMIL NADU,IND,0,8th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
6420,J.Sibi Chakkaravarthy,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8639,S.Srinivasan,60,CHENNAI SOUTH,TAMIL NADU,RPI,1,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
8642,R.Rangarajan,60,CHENNAI SOUTH,TAMIL NADU,Makkal Needhi Maiam,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
8645,P.Azhagiri,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8648,K.Kannan,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
8651,K.Saravana Perumal,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
5208,J.Jayavardhan,60,CHENNAI SOUTH,TAMIL NADU,AIADMK,0,Graduate Professional,0.0,0.8033,0.072,2,1,3,-0.0173,1
8654,N.Subramani,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Post Graduate,0.0,0.8033,0.072,1,1,4,-0.0173,1
5212,Sumathy Alias Thamizhachi Thangapandian,60,CHENNAI SOUTH,TAMIL NADU,DMK,0,Doctorate,0.0,0.8033,0.072,2,1,5,-0.0173,1
8657,M.Moorthy,60,CHENNAI SOUTH,TAMIL NADU,IND,0,8th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
8661,D.Hariharan,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
6414,Agni Sriramachandran,60,CHENNAI SOUTH,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
6417,S.Manova,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
6421,M.Rajeswari Priya,60,CHENNAI SOUTH,TAMIL NADU,IND,0,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
8640,A.Naresh,60,CHENNAI SOUTH,TAMIL NADU,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,0.0,0.8033,0.072,1,1,3,-0.0173,1
8643,R.Johnson,60,CHENNAI SOUTH,TAMIL NADU,Indian Christian Front,2,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
6823,Ija Venkatesh Goud,60,CHEVELLA,TELANGANA,Social Justice Party of India,0,Post Graduate,0.0,0.665,0.031,1,1,4,-0.0814,1
6826,P. Purushotham,60,CHEVELLA,TELANGANA,IND,0,Post Graduate,0.0,0.665,0.031,1,1,4,-0.0814,1
6829,Sanem Raju Goud,60,CHEVELLA,TELANGANA,IND,0,Graduate,0.0,0.665,0.031,1,1,3,-0.0814,1
6815,Vijay Aarya,60,CHEVELLA,TELANGANA,BSP,0,Others,0.0,0.665,0.031,3,1,0,-0.0814,1
6818,Anusha Keshavabhatla,60,CHEVELLA,TELANGANA,IND,0,Graduate Professional,0.0,0.665,0.031,1,1,3,-0.0814,1
4843,Gurram Papi Reddy,60,CHEVELLA,TELANGANA,Ambedkar National Congress,0,12th Pass,0.0,0.665,0.031,1,1,2,-0.0814,1
6821,Chepuri Raju,60,CHEVELLA,TELANGANA,Dalita Bahujana Party,0,5th Pass,0.0,0.665,0.031,1,1,0,-0.0814,1
6824,Jaidupally Yadaiah,60,CHEVELLA,TELANGANA,IND,0,5th Pass,0.0,0.665,0.031,1,1,0,-0.0814,1
6827,Palamakula Madhu,60,CHEVELLA,TELANGANA,India Praja Bandhu Party,0,10th Pass,0.0,0.665,0.031,1,1,1,-0.0814,1
6830,T. Durga Prasad,60,CHEVELLA,TELANGANA,IND,0,Post Graduate,0.0,0.665,0.031,1,1,4,-0.0814,1
6813,Baswaiah Madiga,60,CHEVELLA,TELANGANA,Prajaa Swaraaj Party,0,10th Pass,0.0,0.665,0.031,1,1,1,-0.0814,1
6817,Korra Pandu Naik,60,CHEVELLA,TELANGANA,Bahujan Mukti Party,0,10th Pass,0.0,0.665,0.031,1,1,1,-0.0814,1
6819,A.A. Sabri,60,CHEVELLA,TELANGANA,IND,0,12th Pass,0.0,0.665,0.031,1,1,2,-0.0814,1
4844,Kummari Giri,60,CHEVELLA,TELANGANA,Pyramid Party of India,0,10th Pass,0.0,0.665,0.031,1,1,1,-0.0814,1
6822,G. Ravi Kumar Yadav,60,CHEVELLA,TELANGANA,IND,0,Post Graduate,0.0,0.665,0.031,1,1,4,-0.0814,1
6825,Nalla Prem Kumar,60,CHEVELLA,TELANGANA,Prem Janata Dal,0,8th Pass,0.0,0.665,0.031,1,1,0,-0.0814,1
7204,Yedla Suresh,60,CHEVELLA,TELANGANA,IND,0,10th Pass,0.0,0.665,0.031,1,1,1,-0.0814,1
6828,Ragam Sathesh Yadav,60,CHEVELLA,TELANGANA,AIFB,0,Post Graduate,0.0,0.665,0.031,2,1,4,-0.0814,1
6831,Vanam Sudhakar,60,CHEVELLA,TELANGANA,Marxist Communist Party of India (United),0,Literate,0.0,0.665,0.031,1,1,0,-0.0814,1
4846,Dr.Gaddam Ranjith Reddy,60,CHEVELLA,TELANGANA,TRS,0,Post Graduate,0.0,0.665,0.031,2,1,4,-0.0814,1
6814,B. Janardhan Reddy,60,CHEVELLA,TELANGANA,BJP,0,Others,0.0,0.665,0.031,3,1,0,-0.0814,1
6820,Bennala Julee,60,CHEVELLA,TELANGANA,National Women,0,12th Pass,0.0,0.665,0.031,1,1,2,-0.0814,1
4845,Konda Vishweshwar Reddy,60,CHEVELLA,TELANGANA,INC,1,Graduate Professional,0.0,0.665,0.031,3,1,3,-0.0814,1
10652,Rajesh Tantrik,60,CHHINDWARA,MADHYA PRADESH,Ahinsa Samaj Party,1,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10655,Subhash Shukla,60,CHHINDWARA,MADHYA PRADESH,IND,0,10th Pass,0.0,0.7063,0.053,1,1,1,0.0943,4
10658,Hemendra Gohar,60,CHHINDWARA,MADHYA PRADESH,IND,1,8th Pass,0.0,0.7063,0.053,1,1,0,0.0943,4
10338,Nathanshah Kawret,60,CHHINDWARA,MADHYA PRADESH,BJP,0,10th Pass,0.0,0.7063,0.053,3,1,1,0.0943,4
10653,Ramdas Uikey,60,CHHINDWARA,MADHYA PRADESH,IND,0,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10656,Dhaniram Yaduwanshi,60,CHHINDWARA,MADHYA PRADESH,IND,0,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10659,Jogilal Irpachi,60,CHHINDWARA,MADHYA PRADESH,IND,0,Graduate,0.0,0.7063,0.053,1,1,3,0.0943,4
10336,Gyaneshwar Gajbhiye,60,CHHINDWARA,MADHYA PRADESH,BSP,0,10th Pass,0.0,0.7063,0.053,3,1,1,0.0943,4
10339,Nakul Nath,60,CHHINDWARA,MADHYA PRADESH,INC,0,Graduate,0.0,0.7063,0.053,3,1,3,0.0943,4
10654,Rameshwar Dhurve,60,CHHINDWARA,MADHYA PRADESH,IND,0,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10657,Dinesh Singh Uikey,60,CHHINDWARA,MADHYA PRADESH,IND,0,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10661,M. P. Vishwakarma,60,CHHINDWARA,MADHYA PRADESH,Rashtriya Aamjan Party,0,12th Pass,0.0,0.7063,0.053,1,1,2,0.0943,4
10337,Manmohan Shah Batti,60,CHHINDWARA,MADHYA PRADESH,Akhil Bhartiya Gondwana Party,2,Post Graduate,0.0,0.7063,0.053,1,1,4,0.0943,4
10341,Rajkumar Saryam,60,CHHINDWARA,MADHYA PRADESH,Gondvana Gantantra Party,0,Post Graduate,0.0,0.7063,0.053,1,1,4,0.0943,4
7709,Rathava Ranjitsinh Mohansinh,60,CHHOTA UDAIPUR,GUJARAT,INC,0,Graduate,0.0,0.7931,0.048,3,1,3,0.0045,1
9002,Umesh Jangubhai Rathawa,60,CHHOTA UDAIPUR,GUJARAT,IND,0,Post Graduate,0.0,0.7931,0.048,1,1,4,0.0045,1
9005,Rathva Bhavsingbhai Namarsingbhai,60,CHHOTA UDAIPUR,GUJARAT,IND,1,5th Pass,0.0,0.7931,0.048,1,1,0,0.0045,1
7710,Rathava Furkanbhai Baljibhai,60,CHHOTA UDAIPUR,GUJARAT,BSP,0,Literate,0.0,0.7931,0.048,3,1,0,0.0045,1
9003,Rathva Maganbhai Chathiyabhai,60,CHHOTA UDAIPUR,GUJARAT,IND,0,Others,0.0,0.7931,0.048,1,1,0,0.0045,1
8507,Rathva Gitaben Vajesingbhai,60,CHHOTA UDAIPUR,GUJARAT,BJP,0,12th Pass,0.0,0.7931,0.048,3,1,2,0.0045,1
9001,Pravinbhai Dhursingbhai Rathava,60,CHHOTA UDAIPUR,GUJARAT,IND,0,Others,0.0,0.7931,0.048,1,1,0,0.0045,1
9004,Vasava Rajesh Somabhai,60,CHHOTA UDAIPUR,GUJARAT,Bhartiya Tribal Party,0,Post Graduate,0.0,0.7931,0.048,1,1,4,0.0045,1
8267,Gurusamy P,60,CHIDAMBARAM,TAMIL NADU,IND,1,Graduate,0.0,0.8033,0.072,1,1,3,-0.0173,1
5309,Jagatheesan M,60,CHIDAMBARAM,TAMIL NADU,IND,1,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8261,Thirumaavalavan Thol,60,CHIDAMBARAM,TAMIL NADU,Viduthalai Chiruthaigal Katchi,3,Doctorate,0.0,0.8033,0.072,1,1,5,-0.0173,1
8264,Kalaiyarasan R,60,CHIDAMBARAM,TAMIL NADU,IND,0,5th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
8268,Periyasamy T,60,CHIDAMBARAM,TAMIL NADU,IND,0,10th Pass,0.0,0.8033,0.072,1,1,1,-0.0173,1
5311,Chandrasekar P,60,CHIDAMBARAM,TAMIL NADU,AIADMK,0,Post Graduate,0.0,0.8033,0.072,2,1,4,-0.0173,1
8262,Ravi T,60,CHIDAMBARAM,TAMIL NADU,Makkal Needhi Maiam,0,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8266,Krishnakumari A,60,CHIDAMBARAM,TAMIL NADU,IND,0,8th Pass,0.0,0.8033,0.072,1,1,0,-0.0173,1
5312,Parvathi S,60,CHIDAMBARAM,TAMIL NADU,Desiya Makkal Sakthi Katchi,0,Literate,0.0,0.8033,0.072,1,1,0,-0.0173,1
8260,Krishnaraj M,60,CHIDAMBARAM,TAMIL NADU,Anaithu Makkal Puratchi Katchi,0,Others,0.0,0.8033,0.072,1,1,0,-0.0173,1
8263,Elavarasan A,60,CHIDAMBARAM,TAMIL NADU,IND,0,Doctorate,0.0,0.8033,0.072,1,1,5,-0.0173,1
7652,L. Nagaraj,60,CHIKKBALLAPUR,KARNATAKA,IND,0,Others,0.0,0.756,0.051,1,1,0,0.0143,2
7655,M.Veerappa Moily,60,CHIKKBALLAPUR,KARNATAKA,INC,0,Graduate Professional,0.0,0.756,0.051,3,1,3,0.0143,2
7659,B.N.Bache Gowda,60,CHIKKBALLAPUR,KARNATAKA,BJP,0,Graduate Professional,0.0,0.756,0.051,3,1,3,0.0143,2
7668,D.Palya Khadar Subhan Khan,60,CHIKKBALLAPUR,KARNATAKA,Samajwadi Janata Party(Karnataka),0,10th Pass,0.0,0.756,0.051,1,1,1,0.0143,2
7672,Nagendra Rao Shinde,60,CHIKKBALLAPUR,KARNATAKA,Karnataka Jantha Paksha,0,Post Graduate,0.0,0.756,0.051,1,1,4,0.0143,2
7653,Nasrulla,60,CHIKKBALLAPUR,KARNATAKA,IND,0,Literate,0.0,0.756,0.051,1,1,0,0.0143,2
7656,Dr. C.S.Dwarakanath,60,CHIKKBALLAPUR,KARNATAKA,BSP,0,Post Graduate,0.0,0.756,0.051,3,1,4,0.0143,2
7660,S.Varalakshmi,60,CHIKKBALLAPUR,KARNATAKA,CPI(M),3,12th Pass,0.0,0.756,0.051,3,1,2,0.0143,2
7669,Nazir Ahmed,60,CHIKKBALLAPUR,KARNATAKA,Karnataka Karmikara Paksha,0,10th Pass,0.0,0.756,0.051,1,1,1,0.0143,2
7673,Abdulkarim Desai,60,CHIKKBALLAPUR,KARNATAKA,IND,0,Post Graduate,0.0,0.756,0.051,1,1,4,0.0143,2
7651,Alanguru Kanakalakshmi,60,CHIKKBALLAPUR,KARNATAKA,IND,0,10th Pass,0.0,0.756,0.051,1,1,1,0.0143,2
7654,Muniraju.G,60,CHIKKBALLAPUR,KARNATAKA,Uttama Prajaakeeya Party,0,Others,0.0,0.756,0.051,1,1,0,0.0143,2
7657,Nalina.K.S,60,CHIKKBALLAPUR,KARNATAKA,IND,0,12th Pass,0.0,0.756,0.051,1,1,2,0.0143,2
7661,Phaniraj.S.V,60,CHIKKBALLAPUR,KARNATAKA,IND,0,Others,0.0,0.756,0.051,1,1,0,0.0143,2
7671,S.R.Nageshareddy,60,CHIKKBALLAPUR,KARNATAKA,Ambedkar Samaj Party,0,8th Pass,0.0,0.756,0.051,1,1,0,0.0143,2
10429,Jitendra Subhash Nerle,60,CHIKKODI,KARNATAKA,IND,0,10th Pass,0.0,0.756,0.051,1,1,1,0.0143,2
