CANDIDATE_ID,CANDIDATE_NAME,AGE_GROUP_INDEX,CONSTITUENCY_INDEX,STATE_INDEX,PARTY_INDEX,NO_PENDING_CRIMINAL_CASES,EARNINGS_POINTS,STATE_LITERACY_RATE,STATE_SEAT_SHARE,PARTY_GRP_IDX,EDUCATION_GROUP_IDX,DELTA_STATE_VOTER_TURNOUT,NO_OF_PHASES,RE_CONTEST,SEX_INDEX,VOTING_PERCENTAGE
12832,DURGESH SINGH CHAUHAN,3,82,5,185,0,0,0.6382,0.073,1,2,0.0181,7,0,0,0.0077
12130,BHOLA RAY,2,82,5,622,0,0,0.6382,0.073,1,0,0.0181,7,0,0,0.0076
12837,MUNNA SINGH,3,82,5,244,0,1,0.6382,0.073,1,4,0.0181,7,0,0,0.0059
12830,SHIV KUMAR CHAUDHARY,2,82,5,120,0,0,0.6382,0.073,1,0,0.0181,7,0,0,0.0047
12834,RAJESH KUSHWAHA,5,82,5,532,0,0,0.6382,0.073,1,0,0.0181,7,0,0,0.0044
12128,MANOJ KUMAR,5,82,5,292,0,0,0.6382,0.073,1,2,0.0181,7,0,0,0.004
12689,KIRRON KHER,1,83,6,187,0,0,0.8643,0.002,3,4,-0.1014,1,1,1,0.5064
13005,PAWAN KUMAR BANSAL,1,83,6,243,0,1,0.8643,0.002,3,3,-0.1014,1,0,0,0.4035
14042,HARMOHAN DHAWAN,1,83,6,8,0,0,0.8643,0.002,2,4,-0.1014,1,0,0,0.0302
14044,PARVEEN KUMAR,3,83,6,189,0,0,0.8643,0.002,3,0,-0.1014,1,0,0,0.0162
14045,AVINASH SINGH SHARMA,3,83,6,192,1,1,0.8643,0.002,1,1,-0.1014,1,0,0,0.007
14036,SATYBIR SINGH,3,83,6,168,0,0,0.8643,0.002,1,1,-0.1014,1,0,0,0.0035
14060,MANJEET SINGH BOHAT,4,83,6,244,0,0,0.8643,0.002,1,4,-0.1014,1,0,0,0.0023
13006,SANDEEP BIDLA,4,83,6,97,0,0,0.8643,0.002,1,1,-0.1014,1,0,0,0.002
14061,YOGESH DHINGRA,4,83,6,244,0,0,0.8643,0.002,1,4,-0.1014,1,0,0,0.0016
13007,SHAMBHU,3,83,6,568,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.0014
14057,NIDHI KANSAL,4,83,6,244,0,1,0.8643,0.002,1,4,-0.1014,1,0,1,0.0012
14035,SHARMILA JOHARI,4,83,6,114,0,1,0.8643,0.002,1,3,-0.1014,1,0,1,0.0012
14037,SATISH KUMAR,1,83,6,294,0,1,0.8643,0.002,1,3,-0.1014,1,0,0,0.0011
14038,SARABJEET SINGH SOHAL,1,83,6,178,0,0,0.8643,0.002,1,3,-0.1014,1,0,0,0.001
14039,SANJAY BALAAN,4,83,6,155,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.001
14056,DEVI SIROHI,1,83,6,244,0,1,0.8643,0.002,1,5,-0.1014,1,0,1,0.0009
14059,BOOTA SINGH,1,83,6,244,0,0,0.8643,0.002,1,4,-0.1014,1,0,0,0.0009
14034,LASHKAR SINGH,1,83,6,199,1,0,0.8643,0.002,1,3,-0.1014,1,0,0,0.0008
14047,JAGDISH KUMAR NIDAN,1,83,6,236,0,0,0.8643,0.002,1,1,-0.1014,1,0,0,0.0008
13008,TEJINDER SINGH WALIA,1,83,6,244,0,0,0.8643,0.002,1,1,-0.1014,1,0,0,0.0007
14041,SUBHASH TAMOLI,2,83,6,100,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.0007
14062,RAJ KAMAL SINGH,4,83,6,244,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.0006
14053,RAMNEET,3,83,6,161,0,0,0.8643,0.002,1,4,-0.1014,1,0,1,0.0006
14051,MUKESH PACHARA,2,83,6,62,0,0,0.8643,0.002,1,2,-0.1014,1,0,0,0.0005
14040,SUBHASH CHANDER GOYAL,2,83,6,556,0,1,0.8643,0.002,1,0,-0.1014,1,0,0,0.0005
14058,PREM LATA,1,83,6,244,0,0,0.8643,0.002,1,0,-0.1014,1,0,1,0.0005
14048,JYOTI,3,83,6,37,0,0,0.8643,0.002,1,2,-0.1014,1,0,1,0.0005
14043,AKHLESH KUMAR,4,83,6,244,0,0,0.8643,0.002,1,2,-0.1014,1,0,0,0.0005
14052,YOGRAJ SAHOTA,1,83,6,490,0,0,0.8643,0.002,1,2,-0.1014,1,0,0,0.0004
14046,GURMAIL SINGH,3,83,6,23,1,1,0.8643,0.002,2,1,-0.1014,1,0,0,0.0004
14049,NAWAB ALI,3,83,6,509,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.0003
14054,UDAY RAJ,4,83,6,244,0,0,0.8643,0.002,1,1,-0.1014,1,0,0,0.0003
14050,BHUPINDER KAUR,2,83,6,595,0,0,0.8643,0.002,1,0,-0.1014,1,0,1,0.0003
14055,KARAN VASUDEVA,4,83,6,244,0,1,0.8643,0.002,1,3,-0.1014,1,0,0,0.0003
14064,SUNITA,5,83,6,244,0,0,0.8643,0.002,1,2,-0.1014,1,0,1,0.0002
14063,RAM KUMAR,4,83,6,244,0,0,0.8643,0.002,1,0,-0.1014,1,0,0,0.0002
4906,DEEPAK KUMAR BAIJ,4,84,7,243,1,1,0.7104,0.02,3,4,0.0209,3,0,0,0.441
7195,BAIDU RAM KASHYAP,3,84,7,187,2,1,0.7104,0.02,3,1,0.0209,3,0,0,0.3983
7196,RAMU RAM MOURYA,3,84,7,197,0,0,0.7104,0.02,3,4,0.0209,3,0,0,0.0421
4907,AAYTU RAM MANDAVI,2,84,7,189,0,0,0.7104,0.02,3,0,0.0209,3,0,0,0.0334
7199,SURESH KAWASI,4,84,7,610,0,0,0.7104,0.02,2,0,0.0209,3,0,0,0.0153
7197,PANEESH PRASAD NAG,5,84,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0136
7793,ARUN SAO,2,85,7,187,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.5247
7792,ATAL SHRIVASTAV,2,85,7,243,4,0,0.7104,0.02,3,3,0.0209,3,0,0,0.4075
8220,UTTAM DAS GURUGOSAI,3,85,7,189,0,0,0.7104,0.02,3,2,0.0209,3,0,0,0.0175
9464,INDRASEN MOGRE,2,85,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0099
8221,AVISHEK EKKA,4,85,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0056
9472,NAND KISHORE RAJ,3,85,7,225,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0043
9471,URMILA TIWARI,1,85,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,1,0.0041
9460,DUJRAM SAHU,3,85,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0029
9461,ARUN KUMAR SAHU,3,85,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0027
7463,RAMFAL MANDREY,3,85,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0021
8222,SANDEEP SINGH PORTE,5,85,7,16,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0018
9469,SHAMBHU SHARMA,1,85,7,109,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0016
7791,SANTOSH KUMAR KAUSHAL,3,85,7,610,0,0,0.7104,0.02,2,2,0.0209,3,0,0,0.0015
7465,SANDEEP TIWARI,3,85,7,180,4,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0015
9474,HORI LAL ANANT,5,85,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0012
9468,SIDDHRAM LAHARE,3,85,7,492,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0011
9462,HAIRSCHANDRA TELI (SAHU),2,85,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.001
7794,POORAN LAL CHHABARIYA,2,85,7,625,1,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0008
9473,HARISH KUMAR MANDWA,4,85,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0008
9463,YAMAN BANJARE,5,85,7,161,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0007
9467,RAMKUMAR GHATLAHARE,3,85,7,166,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0007
9465,BALDAU PRASAD SAHU,3,85,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0007
9459,VIDYA SAHU,3,85,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,1,0.0006
7464,SALIK RAM JOGIVANSH,2,85,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0005
9466,RAJU KHATIK,2,85,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0004
7474,VIJAY BAGHEL,2,86,7,187,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.6102
7798,PRATIMA CHANDRAKAR,1,86,7,243,0,1,0.7104,0.02,3,2,0.0209,3,0,1,0.3286
7472,GEETANJALI SINGH,5,86,7,189,0,0,0.7104,0.02,3,4,0.0209,3,0,1,0.0145
8218,HIDAR BHATI,2,86,7,592,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0087
7471,ANOOP KUMAR PANDEY,4,86,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0057
8212,ARUN KUMAR JOSHI,3,86,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0049
11140,ANURAG SINGH,5,86,7,161,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0039
11142,SEVAKRAM BANJARE,1,86,7,492,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0029
11144,MANOJ GAYKWAD CHHATTISGARHIYA,5,86,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0029
11143,PRAVEEN TIWARI,3,86,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0025
8219,POKHRAJ MESHRAM,3,86,7,136,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0023
7470,AATMA RAM SAHU,4,86,7,621,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0016
8217,RAJESH KUMAR DUBEY,3,86,7,182,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0015
7795,MALIK RAM THAKUR,2,86,7,66,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0014
7468,RAJ KUMAR GUPTA,1,86,7,193,0,1,0.7104,0.02,1,4,0.0209,3,0,0,0.0011
11145,GURU DADA LOKESH,1,86,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.001
8214,KAMLESH KUMAR NAGARCHI,3,86,7,610,0,0,0.7104,0.02,2,0,0.0209,3,0,0,0.0008
11146,SUNIL KUMAR MARKANDEY,4,86,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0007
11141,FARID MOHAMMAD QURAISHI,4,86,7,225,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0007
8213,TRESSA DAVID,2,86,7,246,0,0,0.7104,0.02,1,3,0.0209,3,0,1,0.0006
8215,PITAMBAR LAL NISHAD,4,86,7,114,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0006
7477,GUHARAM AJGALLE,1,87,7,187,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.4591
7476,RAVINDRA SHEKHAR BHARADWAJ,1,87,7,243,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.3924
7475,DAURAM SATNAMI,1,87,7,189,0,0,0.7104,0.02,3,4,0.0209,3,0,0,0.1053
7800,SEEMA AJAY,1,87,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,1,0.0063
11350,ASHARAM RATNAKAR,1,87,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0052
7478,AASHISH RATRE,1,87,7,425,0,0,0.7104,0.02,1,4,0.0209,3,0,1,0.005
9477,UDAY DAS RATRE,1,87,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0038
9483,SITABAI CHOUHAN,1,87,7,182,0,0,0.7104,0.02,1,0,0.0209,3,0,1,0.0031
7799,SHANTI KUMAR RATRE,1,87,7,225,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0022
9478,NITESH KUMAR RATRE,1,87,7,623,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0021
9476,LAKHAN RAM CHOUHAN,1,87,7,97,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0018
9481,VRANDA CHOUHAN,1,87,7,194,0,0,0.7104,0.02,1,0,0.0209,3,0,1,0.0018
9475,NARESH KUMAR DAHRIYA,1,87,7,481,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0015
8210,NARESH BAI JANGDE,1,87,7,610,0,0,0.7104,0.02,2,2,0.0209,3,0,1,0.0015
9484,BHOJRAM BANJARE,1,87,7,492,1,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0014
7173,MOHAN MANDAVI,1,88,7,187,0,0,0.7104,0.02,3,4,0.0209,3,0,0,0.4712
4974,BIRESH THAKUR,1,88,7,243,0,0,0.7104,0.02,3,4,0.0209,3,0,0,0.4653
7171,HARISINGH SIDAR,1,88,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0099
5114,SUBE SINGH DHURVA,1,88,7,189,0,0,0.7104,0.02,3,1,0.0209,3,0,0,0.0087
7169,DURGAPRASAD THAKUR,1,88,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0053
7174,NAREND NAG,1,88,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.005
7172,MATHAN SINGH MARKAM,1,88,7,182,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0048
7170,GHANSHYAM JURRI,1,88,7,225,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0039
7175,UMASHANKAR BHANDARI,1,88,7,610,0,0,0.7104,0.02,2,3,0.0209,3,0,0,0.003
7479,JYOTSNA MAHANT,1,89,7,243,0,0,0.7104,0.02,3,4,0.0209,3,0,1,0.4603
7483,JYOTI NAND DUBEY,2,89,7,187,0,0,0.7104,0.02,3,1,0.0209,3,0,0,0.4372
8207,TULESHWAR MARKAM,3,89,7,225,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0329
7801,PARMIT SINGH,3,89,7,189,1,0,0.7104,0.02,3,2,0.0209,3,0,0,0.014
9502,LAKHAN LAL DEWANGAN,3,89,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.012
7482,RAMDAYAL URAON,2,89,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.006
9505,PRAMOD KUMAR SHARMA,1,89,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0042
7480,CHANDRA BHUSHAN KANWAR,3,89,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0035
8208,DEEPAK KUMAR SAHU,4,89,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0033
7802,RAJESH PANDEY,3,89,7,109,1,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0027
7484,SUMAN LAL KHANDE,3,89,7,492,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0026
8206,LILAMBAR SINGH,2,89,7,183,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0026
7481,RAJ KUMAR YADAV,1,89,7,176,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0017
7178,CHUNNI LAL SAHU,2,90,7,187,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.5044
5415,DHANENDRA SAHU,1,90,7,243,0,1,0.7104,0.02,3,2,0.0209,3,0,0,0.4304
7179,DEVENDAR SINGH THAKUR (RAJPUT),4,90,7,244,1,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0127
5546,DHANSING KOSARIYA,3,90,7,189,2,0,0.7104,0.02,3,2,0.0209,3,0,0,0.0092
7176,ASHOK SONI,3,90,7,66,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0063
5547,SANTOSH BANJARE,3,90,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0059
7180,TARUN KUMAR DADSENA,3,90,7,244,2,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0034
5416,DR. VIRENDRA CHOUDHARY,2,90,7,182,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0021
5549,BHOJLAL NETAM,1,90,7,199,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0019
7181,KHILAWAN SINGH DHRUW,3,90,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0018
5417,JAGMOHAN BHAGWAT KOSARIYA,1,90,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0018
5418,CHAMPALAL PATEL,2,90,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0016
7177,ROHIT KUMAR KOSRE,4,90,7,492,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0011
7496,GOMATI,3,91,7,187,0,0,0.7104,0.02,3,2,0.0209,3,0,1,0.4876
7495,LALJEET SINGH RATHIYA,3,91,7,243,1,0,0.7104,0.02,3,4,0.0209,3,0,0,0.4387
7498,INNOCENT KUJUR,2,91,7,189,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.0197
9489,PRAKSH KUMAR URAON,4,91,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0075
9485,NAVAL KISHOR RATHIYA,5,91,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0071
9490,AMRIT TIRKEY,3,91,7,434,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0066
8204,TARIKA TARANGINI URAON,4,91,7,244,1,0,0.7104,0.02,1,2,0.0209,3,0,1,0.0042
9488,TEJRAM SIDAR,2,91,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0042
7499,RAVISHANKAR SIDAR,5,91,7,66,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.003
9491,VIJAY LAKARA,4,91,7,610,0,0,0.7104,0.02,2,1,0.0209,3,0,0,0.0025
9486,VIR KUMAR TIGGA,3,91,7,97,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0021
8205,KRIPASHANKAR BHAGAT,3,91,7,183,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0019
7497,JAI SINGH SIDAR,3,91,7,225,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0019
9487,JYOTI BHAGAT,4,91,7,329,0,0,0.7104,0.02,1,2,0.0209,3,0,1,0.0014
7502,SUNIL KUMAR SONI,2,92,7,187,0,1,0.7104,0.02,3,3,0.0209,3,0,0,0.6001
7501,PRAMOD DUBEY,2,92,7,243,0,1,0.7104,0.02,3,4,0.0209,3,0,0,0.3507
8199,KHILESH KUMAR SAHU,5,92,7,189,0,0,0.7104,0.02,3,2,0.0209,3,0,0,0.0076
7822,SANTOSH KUMAR YADU,5,92,7,610,0,0,0.7104,0.02,2,2,0.0209,3,0,0,0.0069
8200,TARJAN JANGDE,3,92,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0045
9496,NAVIN GUPTA,3,92,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0041
8202,AJAY CHAKOLE,2,92,7,225,0,1,0.7104,0.02,1,3,0.0209,3,0,0,0.0032
9492,MANISH SHRIVASTAV,3,92,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0029
7820,PRITESH PANDEY,5,92,7,244,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0027
7817,SHAILENDRA KUMAR BANJARE,3,92,7,605,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.002
8196,PRAVIN JAIN,2,92,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0014
9495,VIJAY KUMAR KURRE,4,92,7,492,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0012
7816,SANJU KUMAR YADAV,4,92,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0012
9493,SANTOSH SAHU,5,92,7,244,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0011
7821,IKRAM SAIFI,2,92,7,66,0,1,0.7104,0.02,1,0,0.0209,3,0,0,0.0011
7500,DEVENDRA KUMAR PATIL,4,92,7,621,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0011
8197,DR. YOGITA BAJPAI,3,92,7,596,0,0,0.7104,0.02,1,5,0.0209,3,0,1,0.0009
7815,BANMALI CHHURA,4,92,7,122,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0008
8203,SHANKAR LAL VARDANI,2,92,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0006
8198,CHHABI LAL KANWAR,3,92,7,182,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0006
7819,DEVKI DUBEY,2,92,7,556,0,0,0.7104,0.02,1,1,0.0209,3,0,1,0.0006
7818,TAMESHWAR SAHU,5,92,7,161,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0005
8201,RAMKRISHNA VERMA,1,92,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0005
7503,RUPESH SAHU,4,92,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0003
9494,RAMDYAL DAHARIYA,1,92,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0003
7155,SANTOSH PANDEY,2,93,7,187,0,0,0.7104,0.02,3,3,0.0209,3,0,0,0.5068
5414,BHOLA RAM SAHU,1,93,7,243,0,0,0.7104,0.02,3,0,0.0209,3,0,0,0.4211
7153,RAVITA LAKRA (DHRUV),3,93,7,189,0,0,0.7104,0.02,3,4,0.0209,3,0,1,0.0131
7156,SUDESH TIKAM,2,93,7,244,3,0,0.7104,0.02,1,1,0.0209,3,0,0,0.0097
5542,SACHCHIDANAND KAUSHIK,4,93,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0095
5536,AJAY PALI,3,93,7,610,0,0,0.7104,0.02,2,0,0.0209,3,0,0,0.0064
7152,RAMKHILAWAN DAHARIYA,2,93,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0039
5112,BAIDYA SHEKHU RAM VERMA,2,93,7,66,0,0,0.7104,0.02,1,4,0.0209,3,0,0,0.0033
7154,VISHWANATH SINGH PORTE,3,93,7,225,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0029
7150,KRANTI GUPTA,3,93,7,244,0,0,0.7104,0.02,1,1,0.0209,3,0,1,0.0028
7149,KAMINI SAHU,4,93,7,244,0,0,0.7104,0.02,1,2,0.0209,3,0,1,0.0019
7148,DR. GOJUPAL,2,93,7,556,1,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0014
5538,MAHENDRA KUMAR SAHU,4,93,7,219,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0012
7151,PRATIMA SANTOSH WASHNIK,4,93,7,544,0,0,0.7104,0.02,1,1,0.0209,3,0,1,0.0012
7510,RENUKA SINGH SARUTA,2,94,7,187,0,0,0.7104,0.02,3,2,0.0209,3,0,1,0.5182
8195,KHEL SAI SINGH,1,94,7,243,0,1,0.7104,0.02,3,4,0.0209,3,0,0,0.395
7824,ASHA DEVI POYA,3,94,7,225,0,0,0.7104,0.02,1,3,0.0209,3,0,1,0.0191
7509,MAYA PRAJAPATI,3,94,7,189,0,0,0.7104,0.02,3,4,0.0209,3,0,1,0.0145
7823,PALSAY URANV,4,94,7,244,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0074
9501,RAMNATH CHERWA,3,94,7,608,0,0,0.7104,0.02,1,0,0.0209,3,0,0,0.0071
9500,MOHAN SINGH TEKAM,3,94,7,610,0,0,0.7104,0.02,2,0,0.0209,3,0,0,0.0056
9497,GUMAN SINGH POYA,4,94,7,66,0,0,0.7104,0.02,1,2,0.0209,3,0,0,0.0042
9499,PAWAN KUMAR NAG,4,94,7,97,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0032
9498,CHANDRADEEP SINGH KORCHO,5,94,7,492,0,0,0.7104,0.02,1,3,0.0209,3,0,0,0.0029
8244,DELKAR MOHANBHAI SANJIBHAI,2,95,8,244,0,0,0.7765,0.002,1,3,-0.045,1,0,0,0.4544
8248,PATEL NATUBHAI GOMANBHAI,3,95,8,187,6,0,0.7765,0.002,3,0,-0.045,1,1,0,0.4092
9766,TOKIYA PRABHUBHAI,3,95,8,243,1,0,0.7765,0.002,3,2,-0.045,1,0,0,0.0433
9768,PATEL ANKITA AMRUTBHAI,4,95,8,610,0,0,0.7765,0.002,2,3,-0.045,1,0,1,0.0201
7412,KURADA DEEPAKBHAI,4,95,8,244,0,0,0.7765,0.002,1,3,-0.045,1,0,0,0.0182
9770,DAYAT MANOJ RANCHOD,4,95,8,244,0,0,0.7765,0.002,1,2,-0.045,1,0,0,0.0115
8245,JANATHIYA PRAVINBHAI LADAKBHAI,4,95,8,97,0,0,0.7765,0.002,1,2,-0.045,1,0,0,0.008
9769,HALPATI RAJESHBHAI BHANABHAI,4,95,8,406,0,0,0.7765,0.002,1,2,-0.045,1,0,0,0.0058
8247,PATEL DHIRUBHAI CHHOTUBHAI,3,95,8,244,1,1,0.7765,0.002,1,1,-0.045,1,0,0,0.0056
9767,DONGARKAR ISHWARBHAI GOPJIBHAI,4,95,8,189,0,0,0.7765,0.002,3,0,-0.045,1,0,0,0.0048
8246,BHIKHLABHAI VANSABHAI KHULAT,2,95,8,183,1,0,0.7765,0.002,1,1,-0.045,1,0,0,0.0042
7417,PATEL LALUBHAI BABUBHAI,1,96,9,187,0,0,0.8707,0.002,3,0,-0.0618,1,0,0,0.4298
7830,KETAN DAHYABHAI PATEL,3,96,9,243,5,0,0.8707,0.002,3,0,-0.0618,1,0,0,0.3162
7418,PATEL UMESHBHAI BABUBHAI,3,96,9,244,8,0,0.8707,0.002,1,3,-0.0618,1,0,0,0.2279
8250,SAKIL LATIF KHAN,4,96,9,189,0,0,0.8707,0.002,3,0,-0.0618,1,0,0,0.0091
9055,SHRIPAD YESSO NAIK,1,97,10,187,0,1,0.874,0.004,3,3,-0.0208,1,1,0,0.5712
9056,GIRISH RAYA CHODANKAR,2,97,10,243,0,0,0.874,0.004,3,4,-0.0208,1,0,0,0.384
9058,DATTATRAYA VITTAL PADGAONKAR,2,97,10,8,0,0,0.874,0.004,2,3,-0.0208,1,0,0,0.0111
9057,AMIT ATMARAM KORGAONKAR,3,97,10,545,0,0,0.874,0.004,1,3,-0.0208,1,0,0,0.0066
9059,BHAGAWANT SADANAND KAMAT,2,97,10,244,0,0,0.874,0.004,1,3,-0.0208,1,0,0,0.0057
9060,AISHWARYA ARJUN SALGAONKAR,3,97,10,244,2,0,0.874,0.004,1,1,-0.0208,1,0,1,0.005
9064,COSME FRANCISCO CAITANO SARDINHA,1,98,10,243,0,1,0.874,0.004,3,3,-0.0208,1,0,0,0.4747
9061,ADV NARENDRA SAWAIKAR,2,98,10,187,0,0,0.874,0.004,3,3,-0.0208,1,0,0,0.4518
9063,ELVIS GOMES,2,98,10,8,1,0,0.874,0.004,2,3,-0.0208,1,0,0,0.0492
9065,RAKHI AMIT NAIK,4,98,10,610,1,0,0.874,0.004,2,3,-0.0208,1,0,1,0.0042
9066,MAYUR KHANCONKAR,5,98,10,244,0,0,0.874,0.004,1,3,-0.0208,1,0,0,0.004
9062,DR. KALIDAS PRAKASH VAINGANKAR,4,98,10,244,0,0,0.874,0.004,1,3,-0.0208,1,0,0,0.0033
9386,PATEL HASMUKHBHAI SOMABHAI,2,99,11,187,0,1,0.7931,0.048,3,0,0.0045,1,0,0,0.6717
8486,GEETABEN PATEL,4,99,11,243,6,0,0.7931,0.048,3,1,0.0045,1,0,1,0.2826
